rank,gid,role,priority_score,why
1,100000008603629100,coordinator,0.9901,"coordinator (score 0.95), priority 0.99. Одновременно принимает от 19 плательщиков (1,817,300 KZT) и рассылает 61 получателям (4,986,156 KZT) — двусторонний хаб, кандидат в организаторы."
2,100000008477350100,coordinator,0.985,"coordinator (score 0.88), priority 0.98. Одновременно принимает от 11 плательщиков (610,100 KZT) и рассылает 39 получателям (3,374,866 KZT) — двусторонний хаб, кандидат в организаторы."
3,100000000437046100,coordinator,0.9801,"coordinator (score 0.89), priority 0.98. Одновременно принимает от 9 плательщиков (1,107,200 KZT) и рассылает 42 получателям (7,606,224 KZT) — двусторонний хаб, кандидат в организаторы."
4,100000008165763100,coordinator,0.9776,"coordinator (score 0.64), priority 0.98. Одновременно принимает от 15 плательщиков (1,165,815 KZT) и рассылает 17 получателям (1,267,858 KZT) — двусторонний хаб, кандидат в организаторы."
5,100000008346837100,coordinator,0.9512,"coordinator (score 0.67), priority 0.95. Одновременно принимает от 9 плательщиков (254,359 KZT) и рассылает 25 получателям (1,258,643 KZT) — двусторонний хаб, кандидат в организаторы."
6,100000003684369100,coordinator,0.9454,"coordinator (score 0.95), priority 0.95. Одновременно принимает от 24 плательщиков (3,848,436 KZT) и рассылает 62 получателям (8,588,655 KZT) — двусторонний хаб, кандидат в организаторы. (seed: входящие занижены — граф собран от него)"
7,100000003016635100,coordinator,0.9404,"coordinator (score 0.95), priority 0.94. Одновременно принимает от 8 плательщиков (586,981 KZT) и рассылает 73 получателям (9,414,081 KZT) — двусторонний хаб, кандидат в организаторы. (seed: входящие занижены — граф собран от него)"
8,100000006866783100,coordinator,0.9332,"coordinator (score 0.95), priority 0.93. Одновременно принимает от 13 плательщиков (838,812 KZT) и рассылает 67 получателям (3,948,037 KZT) — двусторонний хаб, кандидат в организаторы. (seed: входящие занижены — граф собран от него)"
9,100000003115284100,consolidator,0.9288,"consolidator (score 0.35), priority 0.93. Получает от 8 разных плательщиков (2,160,500 KZT), уходит дальше 24% — точка накопления средств."
10,100000000343175100,coordinator,0.9241,"coordinator (score 0.75), priority 0.92. Одновременно принимает от 8 плательщиков (178,712 KZT) и рассылает 31 получателям (4,000,039 KZT) — двусторонний хаб, кандидат в организаторы. (seed: входящие занижены — граф собран от него)"
11,100000004015047100,consolidator,0.9096,"consolidator (score 0.39), priority 0.91. Получает от 9 разных плательщиков (919,104 KZT), уходит дальше 8% — точка накопления средств."
12,100000005933757100,distributor,0.8982,"distributor (score 0.75), priority 0.90. Рассылает 34 получателям (3,002,628 KZT), получая лишь от 4 плательщиков — веерное распределение средств вниз по цепочке."
13,100000002398779100,consolidator,0.8972,"consolidator (score 0.54), priority 0.90. Получает от 13 разных плательщиков (1,095,690 KZT), уходит дальше 6% — точка накопления средств."
14,100000000331309100,distributor,0.8969,"distributor (score 0.95), priority 0.90. Рассылает 99 получателям (23,001,375 KZT), получая лишь от 5 плательщиков — веерное распределение средств вниз по цепочке."
15,100000004156082100,distributor,0.8921,"distributor (score 0.62), priority 0.89. Рассылает 26 получателям (2,319,556 KZT), получая лишь от 5 плательщиков — веерное распределение средств вниз по цепочке."
16,100000008748914100,distributor,0.8891,"distributor (score 0.36), priority 0.89. Рассылает 13 получателям (4,471,847 KZT), получая лишь от 2 плательщиков — веерное распределение средств вниз по цепочке."
17,100000000332284100,consolidator,0.881,"consolidator (score 0.43), priority 0.88. Получает от 10 разных плательщиков (107,426 KZT), уходит дальше 269% — точка накопления средств."
18,100000001857829100,distributor,0.8805,"distributor (score 0.42), priority 0.88. Рассылает 16 получателям (2,390,993 KZT), получая лишь от 6 плательщиков — веерное распределение средств вниз по цепочке."
19,100000008489922100,distributor,0.8766,"distributor (score 0.78), priority 0.88. Рассылает 36 получателям (3,789,900 KZT), получая лишь от 3 плательщиков — веерное распределение средств вниз по цепочке."
20,100000004486525100,consolidator,0.8751,"consolidator (score 0.35), priority 0.88. Получает от 8 разных плательщиков (360,924 KZT), уходит дальше 75% — точка накопления средств."
21,100000004071080100,consolidator,0.8742,"consolidator (score 0.39), priority 0.87. Получает от 9 разных плательщиков (238,600 KZT), уходит дальше 19% — точка накопления средств."
22,100000002957787100,distributor,0.8732,"distributor (score 0.75), priority 0.87. Рассылает 34 получателям (1,276,154 KZT), получая лишь от 4 плательщиков — веерное распределение средств вниз по цепочке."
23,100000005704413100,distributor,0.8724,"distributor (score 0.72), priority 0.87. Рассылает 32 получателям (1,363,593 KZT), получая лишь от 3 плательщиков — веерное распределение средств вниз по цепочке."
24,100000003796063100,distributor,0.8723,"distributor (score 0.40), priority 0.87. Рассылает 15 получателям (959,150 KZT), получая лишь от 1 плательщиков — веерное распределение средств вниз по цепочке."
25,100000002578405100,distributor,0.8704,"distributor (score 0.95), priority 0.87. Рассылает 116 получателям (3,108,352 KZT), получая лишь от 2 плательщиков — веерное распределение средств вниз по цепочке."
26,100000001697501100,distributor,0.8672,"distributor (score 0.81), priority 0.87. Рассылает 38 получателям (1,482,606 KZT), получая лишь от 3 плательщиков — веерное распределение средств вниз по цепочке."
27,100000006707582100,distributor,0.8503,"distributor (score 0.38), priority 0.85. Рассылает 14 получателям (961,138 KZT), получая лишь от 2 плательщиков — веерное распределение средств вниз по цепочке."
28,100000003741418100,consolidator,0.8464,"consolidator (score 0.39), priority 0.85. Получает от 9 разных плательщиков (151,900 KZT), уходит дальше 26% — точка накопления средств."
29,100000003854444100,distributor,0.8436,"distributor (score 0.38), priority 0.84. Рассылает 14 получателям (2,322,909 KZT), получая лишь от 1 плательщиков — веерное распределение средств вниз по цепочке."
30,100000003242289100,distributor,0.8415,"distributor (score 0.56), priority 0.84. Рассылает 23 получателям (2,377,741 KZT), получая лишь от 3 плательщиков — веерное распределение средств вниз по цепочке."
31,100000008547948100,distributor,0.8414,"distributor (score 0.62), priority 0.84. Рассылает 26 получателям (5,185,600 KZT), получая лишь от 6 плательщиков — веерное распределение средств вниз по цепочке."
32,100000005782781100,distributor,0.8407,"distributor (score 0.31), priority 0.84. Рассылает 10 получателям (1,263,597 KZT), получая лишь от 6 плательщиков — веерное распределение средств вниз по цепочке."
33,100000005242320100,distributor,0.8366,"distributor (score 0.52), priority 0.84. Рассылает 21 получателям (8,936,295 KZT), получая лишь от 2 плательщиков — веерное распределение средств вниз по цепочке."
34,100000002527114100,distributor,0.8358,"distributor (score 0.95), priority 0.84. Рассылает 111 получателям (3,289,249 KZT), получая лишь от 3 плательщиков — веерное распределение средств вниз по цепочке. (seed: входящие занижены — граф собран от него)"
35,100000004400305100,distributor,0.8322,"distributor (score 0.95), priority 0.83. Рассылает 82 получателям (5,830,181 KZT), получая лишь от 7 плательщиков — веерное распределение средств вниз по цепочке."
36,100000008413748100,distributor,0.8212,"distributor (score 0.46), priority 0.82. Рассылает 18 получателям (1,377,320 KZT), получая лишь от 2 плательщиков — веерное распределение средств вниз по цепочке."
