cluster_id,n_nodes,n_seed,sum_kzt_internal,top_gids,hypothesis
0,308,1,33861598.43,100000008477350100;100000000437046100;100000008165763100;100000006866783100;100000002398779100,"Периферийный фрагмент вокруг 1 seed-клиента, 308 узлов, выраженной консолидации не обнаружено."
1,150,1,5518694.0,100000001697501100;100000002527114100;100000002733905100;100000001166289100;100000005342513100,"Периферийный фрагмент вокруг 1 seed-клиента, 150 узлов, выраженной консолидации не обнаружено."
2,150,0,18691629.0,100000008603629100;100000001857829100;100000006977207100;100000003880331100;100000000661912100,"Периферийный фрагмент вокруг 0 seed-клиента, 150 узлов, выраженной консолидации не обнаружено."
3,134,1,26049950.33,100000000331309100;100000000332284100;100000003796063100;100000003741418100;100000005665181100,"Периферийный фрагмент вокруг 1 seed-клиента, 134 узлов, выраженной консолидации не обнаружено."
4,129,7,19116442.28,100000003016635100;100000001530983100;100000004150593100;100000006518161100;100000006069103100,"7 seed-клиентов из 129 узлов задействованы в одной сети переводов — общая инфраструктура, а не независимые эпизоды."
5,123,0,26879692.0,100000008489922100;100000008547948100;100000008466579100;100000008547844100;100000008710791100,"Периферийный фрагмент вокруг 0 seed-клиента, 123 узлов, выраженной консолидации не обнаружено."
6,120,0,4465650.0,100000002578405100;100000002214383100;100000008778010100;100000008745676100;100000005685783100,"Периферийный фрагмент вокруг 0 seed-клиента, 120 узлов, выраженной консолидации не обнаружено."
7,115,5,16516731.0,100000003684369100;100000008748914100;100000008304139100;100000002723538100;100000003946524100,"5 seed-клиентов из 115 узлов задействованы в одной сети переводов — общая инфраструктура, а не независимые эпизоды."
8,106,0,6254194.67,100000005704413100;100000006707582100;100000005578559100;100000008460102100;100000005473151100,"Периферийный фрагмент вокруг 0 seed-клиента, 106 узлов, выраженной консолидации не обнаружено."
9,89,3,15371952.61,100000005782781100;100000001162560100;100000001601320100;100000002838861100;100000002872399100,"3 seed-клиентов из 89 узлов задействованы в одной сети переводов — общая инфраструктура, а не независимые эпизоды."
10,62,2,8650020.0,100000004015047100;100000008748408100;100000005171642100;100000001616816100;100000003509750100,"2 seed-клиентов из 62 узлов задействованы в одной сети переводов — общая инфраструктура, а не независимые эпизоды."
11,53,1,5947339.0,100000003115284100;100000000343175100;100000003635170100;100000003390036100;100000000976943100,"Периферийный фрагмент вокруг 1 seed-клиента, 53 узлов, выраженной консолидации не обнаружено."
12,51,0,13990812.0,100000005242320100;100000008512827100;100000008742053100;100000001282143100;100000001311175100,"Периферийный фрагмент вокруг 0 seed-клиента, 51 узлов, выраженной консолидации не обнаружено."
13,49,1,10539332.84,100000005933757100;100000001937767100;100000002605308100;100000004403675100;100000004159526100,"Периферийный фрагмент вокруг 1 seed-клиента, 49 узлов, выраженной консолидации не обнаружено."
14,45,3,3967521.0,100000008346837100;100000005074393100;100000006424479100;100000003718715100;100000000375150100,"3 seed-клиентов из 45 узлов задействованы в одной сети переводов — общая инфраструктура, а не независимые эпизоды."
15,41,1,3833687.28,100000004156082100;100000008625905100;100000000076451100;100000001065234100;100000002575080100,"Периферийный фрагмент вокруг 1 seed-клиента, 41 узлов, выраженной консолидации не обнаружено."
16,41,0,5151924.19,100000003242289100;100000008413748100;100000008512552100;100000002686226100;100000003964910100,"Периферийный фрагмент вокруг 0 seed-клиента, 41 узлов, выраженной консолидации не обнаружено."
17,39,1,2080148.0,100000003265158100;100000004692798100;100000004386331100;100000004200745100;100000007745062100,"Периферийный фрагмент вокруг 1 seed-клиента, 39 узлов, выраженной консолидации не обнаружено."
18,31,0,8282505.0,100000008743913100;100000008710843100;100000001887715100;100000002622822100;100000001714173100,"Периферийный фрагмент вокруг 0 seed-клиента, 31 узлов, выраженной консолидации не обнаружено."
